Entry	Entry Name	Gene Ontology IDs
P07355	ANXA2_HUMAN	GO:0001525; GO:0001533; GO:0001765; GO:0001786; GO:0001921; GO:0002020; GO:0002091; GO:0003723; GO:0004867; GO:0005262; GO:0005509; GO:0005544; GO:0005546; GO:0005576; GO:0005604; GO:0005615; GO:0005634; GO:0005737; GO:0005765; GO:0005768; GO:0005769; GO:0005811; GO:0005829; GO:0005886; GO:0005912; GO:0006900; GO:0008092; GO:0009986; GO:0010756; GO:0016020; GO:0016323; GO:0016363; GO:0019834; GO:0019897; GO:0030199; GO:0030496; GO:0031340; GO:0031902; GO:0031982; GO:0032804; GO:0035578; GO:0035749; GO:0036035; GO:0042383; GO:0042470; GO:0042730; GO:0042789; GO:0042802; GO:0043220; GO:0044090; GO:0044548; GO:0045921; GO:0045944; GO:0046790; GO:0048306; GO:0050767; GO:0062023; GO:0070062; GO:0090575; GO:0098641; GO:0098797; GO:1905581; GO:1905597; GO:1905599; GO:1905602; GO:1905686; GO:1990665; GO:1990667
P07357	CO8A_HUMAN	GO:0001848; GO:0005576; GO:0005579; GO:0005615; GO:0005886; GO:0006955; GO:0006956; GO:0006957; GO:0006958; GO:0016020; GO:0019835; GO:0044877; GO:0050778; GO:0070062; GO:0072562
P07358	CO8B_HUMAN	GO:0005576; GO:0005579; GO:0005615; GO:0005886; GO:0006955; GO:0006956; GO:0006957; GO:0006958; GO:0016020; GO:0019835; GO:0044877; GO:0050778; GO:0070062; GO:1903561
P07359	GP1BA_HUMAN	GO:0000902; GO:0005615; GO:0005886; GO:0005887; GO:0007155; GO:0007166; GO:0007596; GO:0007597; GO:0009986; GO:0010572; GO:0015057; GO:0016020; GO:0030168; GO:0030193; GO:0031012; GO:0031362; GO:0035855; GO:0042730; GO:0051209; GO:0070062; GO:0070527; GO:1903238; GO:1990779
P07360	CO8G_HUMAN	GO:0001848; GO:0005576; GO:0005579; GO:0005886; GO:0006957; GO:0006958; GO:0019835; GO:0019841; GO:0050778; GO:0070062; GO:0072562
P07384	CAN1_HUMAN	GO:0001533; GO:0004198; GO:0005509; GO:0005576; GO:0005737; GO:0005739; GO:0005764; GO:0005829; GO:0005886; GO:0005925; GO:0006508; GO:0008233; GO:0008284; GO:0016020; GO:0016241; GO:0032801; GO:0050790; GO:0060056; GO:0070062; GO:0097264; GO:1904813; GO:2000310
P07437	TBB5_HUMAN	GO:0000226; GO:0000278; GO:0003924; GO:0005198; GO:0005200; GO:0005525; GO:0005576; GO:0005634; GO:0005641; GO:0005737; GO:0005829; GO:0005856; GO:0005874; GO:0007017; GO:0015630; GO:0019904; GO:0030705; GO:0031625; GO:0032794; GO:0032991; GO:0035578; GO:0036464; GO:0042267; GO:0042288; GO:0044297; GO:0044877; GO:0045121; GO:0045171; GO:0050807; GO:0051225; GO:0051301; GO:0070062; GO:0071895; GO:0072686
P07438	MT1B_HUMAN	GO:0005634; GO:0005737; GO:0006882; GO:0008270; GO:0010273; GO:0045926; GO:0046872; GO:0071276; GO:0071280; GO:0071294
P07451	CAH3_HUMAN	GO:0004089; GO:0005829; GO:0006730; GO:0006979; GO:0008270; GO:0009617; GO:0016151; GO:0016791; GO:0016836; GO:0045471
P07476	INVO_HUMAN	GO:0001533; GO:0005737; GO:0005813; GO:0005829; GO:0010224; GO:0016604; GO:0018149; GO:0018153; GO:0030216; GO:0031424; GO:0060090; GO:0070062
P07477	TRY1_HUMAN	GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0007586; GO:0022617; GO:0046872; GO:0062023; GO:0072562
P07478	TRY2_HUMAN	GO:0004222; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0006508; GO:0007586; GO:0008236; GO:0019730; GO:0022617; GO:0030307; GO:0030574; GO:0031012; GO:0035578; GO:0045785
P07492	GRP_HUMAN	GO:0005102; GO:0005184; GO:0005576; GO:0005615; GO:0007165; GO:0007218; GO:0034774; GO:0035176; GO:0036343; GO:0043005; GO:0043207; GO:0043303; GO:0090277; GO:1900738; GO:1903817; GO:1903942; GO:1905151; GO:2000987
P07498	CASK_HUMAN	GO:0005576; GO:0005615; GO:0007595; GO:0050821
P07510	ACHG_HUMAN	GO:0005231; GO:0005886; GO:0005887; GO:0005892; GO:0006936; GO:0007165; GO:0007268; GO:0015267; GO:0015464; GO:0022848; GO:0030594; GO:0034220; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0070161; GO:0095500; GO:1904315
P07550	ADRB2_HUMAN	GO:0001540; GO:0002024; GO:0002025; GO:0002028; GO:0002032; GO:0004930; GO:0004941; GO:0005634; GO:0005764; GO:0005768; GO:0005769; GO:0005794; GO:0005886; GO:0005887; GO:0006366; GO:0006898; GO:0006939; GO:0007166; GO:0007171; GO:0007188; GO:0007190; GO:0008179; GO:0008333; GO:0009409; GO:0010008; GO:0010739; GO:0015459; GO:0016020; GO:0016324; GO:0030501; GO:0030669; GO:0031649; GO:0040015; GO:0042802; GO:0042803; GO:0043235; GO:0043410; GO:0044877; GO:0045453; GO:0045944; GO:0045986; GO:0050873; GO:0051380; GO:0061885; GO:0071875; GO:0071880; GO:0071902; GO:0120162; GO:1901098; GO:1904504; GO:1904646; GO:1990911; GO:2000481; GO:2000969
P07585	PGS2_HUMAN	GO:0003723; GO:0005518; GO:0005539; GO:0005576; GO:0005615; GO:0005796; GO:0009887; GO:0010508; GO:0010596; GO:0014068; GO:0016239; GO:0016525; GO:0019800; GO:0030021; GO:0043202; GO:0045944; GO:0050840; GO:0051901; GO:0062023; GO:0090141; GO:1900747
P07602	SAP_HUMAN	GO:0002020; GO:0005543; GO:0005576; GO:0005615; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0006665; GO:0007041; GO:0007193; GO:0008047; GO:0010506; GO:0019216; GO:0035577; GO:0042802; GO:0042803; GO:0043202; GO:0043231; GO:0060736; GO:0060742; GO:0062023; GO:0070062; GO:0097110; GO:1903771; GO:1905572; GO:1905573; GO:1905574; GO:1905575; GO:1905576; GO:1905577
P07686	HEXB_HUMAN	GO:0001501; GO:0001669; GO:0004563; GO:0005576; GO:0005764; GO:0006689; GO:0006874; GO:0007040; GO:0007338; GO:0007341; GO:0007605; GO:0007626; GO:0008049; GO:0008360; GO:0008375; GO:0008654; GO:0009313; GO:0016020; GO:0019538; GO:0019915; GO:0030203; GO:0030214; GO:0035578; GO:0042552; GO:0042582; GO:0042802; GO:0043202; GO:0043615; GO:0045944; GO:0048477; GO:0050885; GO:0051651; GO:0060473; GO:0070050; GO:0070062; GO:0102148; GO:1905379
P07711	CATL1_HUMAN	GO:0001968; GO:0002250; GO:0004197; GO:0005518; GO:0005576; GO:0005615; GO:0005634; GO:0005764; GO:0005771; GO:0005794; GO:0005886; GO:0006508; GO:0006955; GO:0008234; GO:0016324; GO:0016540; GO:0019064; GO:0019065; GO:0019882; GO:0019886; GO:0030574; GO:0031638; GO:0034230; GO:0036021; GO:0039654; GO:0042393; GO:0042583; GO:0043202; GO:0043231; GO:0043373; GO:0043394; GO:0046718; GO:0048002; GO:0051603; GO:0060309; GO:0062023; GO:0070062; GO:0071682; GO:0071888; GO:0097067; GO:0097655
P07737	PROF1_HUMAN	GO:0000774; GO:0001784; GO:0001843; GO:0003723; GO:0003779; GO:0003785; GO:0005546; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005925; GO:0005938; GO:0006357; GO:0010634; GO:0016020; GO:0030036; GO:0030833; GO:0030837; GO:0030838; GO:0031267; GO:0032232; GO:0032233; GO:0032781; GO:0045296; GO:0050821; GO:0051497; GO:0060074; GO:0070062; GO:0070064; GO:0072562; GO:0098885; GO:0098978; GO:1900029
P07738	PMGE_HUMAN	GO:0004082; GO:0004619; GO:0005829; GO:0005975; GO:0006096; GO:0007585; GO:0015671; GO:0016787; GO:0042832; GO:0048821; GO:0060856; GO:0070062; GO:0150076; GO:1901136
P07741	APT_HUMAN	GO:0002055; GO:0003999; GO:0005576; GO:0005654; GO:0005737; GO:0005829; GO:0006166; GO:0006168; GO:0007595; GO:0007625; GO:0016208; GO:0032263; GO:0032264; GO:0032869; GO:0034774; GO:0044209; GO:0070062
P07766	CD3E_HUMAN	GO:0001772; GO:0001954; GO:0002250; GO:0002669; GO:0002870; GO:0004888; GO:0005783; GO:0005794; GO:0005886; GO:0005887; GO:0005911; GO:0007166; GO:0007169; GO:0007172; GO:0007186; GO:0007224; GO:0009897; GO:0010628; GO:0010629; GO:0016358; GO:0017124; GO:0018108; GO:0019722; GO:0019901; GO:0021549; GO:0030159; GO:0031295; GO:0032729; GO:0032743; GO:0032753; GO:0033634; GO:0035739; GO:0042101; GO:0042102; GO:0042105; GO:0042106; GO:0042110; GO:0042608; GO:0042802; GO:0042981; GO:0043197; GO:0044297; GO:0045059; GO:0045060; GO:0045879; GO:0046629; GO:0046631; GO:0050731; GO:0050850; GO:0050852; GO:0065003; GO:0097190; GO:2000563
P07814	SYEP_HUMAN	GO:0004818; GO:0004827; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006418; GO:0006424; GO:0006433; GO:0008270; GO:0016020; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042802; GO:0042803; GO:0051020; GO:0065003; GO:0071346; GO:0097452; GO:0140212; GO:1990904
P07858	CATB_HUMAN	GO:0004197; GO:0005518; GO:0005576; GO:0005615; GO:0005764; GO:0006508; GO:0006590; GO:0008233; GO:0008234; GO:0009897; GO:0010466; GO:0016324; GO:0030574; GO:0030855; GO:0036021; GO:0042470; GO:0042981; GO:0043394; GO:0046697; GO:0046718; GO:0048471; GO:0051603; GO:0062023; GO:0070062; GO:0097067; GO:1904090; GO:1904813
P07864	LDHC_HUMAN	GO:0004459; GO:0005634; GO:0005829; GO:0006089; GO:0006090; GO:0006754; GO:0019244; GO:0019516; GO:0030317; GO:0031514; GO:0070062; GO:1990204
P07900	HS90A_HUMAN	GO:0001764; GO:0001934; GO:0002134; GO:0002135; GO:0002218; GO:0002230; GO:0003009; GO:0003723; GO:0003729; GO:0005524; GO:0005525; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006457; GO:0006839; GO:0006986; GO:0007004; GO:0009408; GO:0009409; GO:0009410; GO:0009651; GO:0009986; GO:0010592; GO:0010659; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0017098; GO:0019903; GO:0021955; GO:0023026; GO:0030010; GO:0030235; GO:0030911; GO:0031396; GO:0031526; GO:0031625; GO:0032273; GO:0032564; GO:0032728; GO:0032880; GO:0032991; GO:0033138; GO:0034605; GO:0034774; GO:0042026; GO:0042220; GO:0042307; GO:0042470; GO:0042802; GO:0042803; GO:0042826; GO:0042981; GO:0043025; GO:0043202; GO:0043209; GO:0043254; GO:0043335; GO:0043627; GO:0044294; GO:0044295; GO:0044325; GO:0045040; GO:0045429; GO:0045732; GO:0045793; GO:0046677; GO:0048156; GO:0048471; GO:0048675; GO:0050821; GO:0051020; GO:0051022; GO:0051082; GO:0051131; GO:0051897; GO:0051973; GO:0060452; GO:0061684; GO:0062023; GO:0070062; GO:0070182; GO:0071682; GO:0097110; GO:0097226; GO:0097524; GO:0097718; GO:0098586; GO:0140662; GO:1902949; GO:1904813; GO:1905323; GO:1990782
P07902	GALT_HUMAN	GO:0005737; GO:0005794; GO:0005829; GO:0006011; GO:0006012; GO:0006258; GO:0008108; GO:0008270; GO:0019388; GO:0033499
P07910	HNRPC_HUMAN	GO:0000398; GO:0000785; GO:0001649; GO:0003723; GO:0003730; GO:0005576; GO:0005634; GO:0005654; GO:0005681; GO:0005697; GO:0005829; GO:0006338; GO:0008266; GO:0008380; GO:0015629; GO:0016020; GO:0031492; GO:0032211; GO:0032991; GO:0042802; GO:0070034; GO:0070062; GO:0070935; GO:0071013; GO:1990247
P07911	UROM_HUMAN	GO:0000922; GO:0002251; GO:0003091; GO:0003094; GO:0005201; GO:0005509; GO:0005615; GO:0005783; GO:0005796; GO:0005929; GO:0006629; GO:0006874; GO:0006883; GO:0006914; GO:0006954; GO:0006968; GO:0007029; GO:0007157; GO:0007159; GO:0008217; GO:0008285; GO:0008380; GO:0009410; GO:0009414; GO:0009986; GO:0015747; GO:0016323; GO:0016324; GO:0018107; GO:0019864; GO:0019898; GO:0030433; GO:0030643; GO:0030644; GO:0031225; GO:0032496; GO:0033209; GO:0033555; GO:0034620; GO:0035809; GO:0044861; GO:0046720; GO:0050829; GO:0051223; GO:0055075; GO:0060073; GO:0060170; GO:0061077; GO:0070062; GO:0070294; GO:0071918; GO:0072044; GO:0072051; GO:0072218; GO:0072221; GO:0072233; GO:0072665; GO:0097190; GO:0097273; GO:0097709; GO:0097744; GO:1990266
P07919	QCR6_HUMAN	GO:0005739; GO:0005743; GO:0005746; GO:0005750; GO:0006119; GO:0006122; GO:0008121; GO:0009060; GO:0045333
P07942	LAMB1_HUMAN	GO:0005178; GO:0005198; GO:0005201; GO:0005576; GO:0005604; GO:0005606; GO:0005607; GO:0005615; GO:0005788; GO:0007155; GO:0009887; GO:0009888; GO:0016477; GO:0021812; GO:0030335; GO:0031175; GO:0034446; GO:0035987; GO:0042476; GO:0043256; GO:0043257; GO:0043259; GO:0045785; GO:0048471; GO:0050679; GO:0051149; GO:0062023; GO:0070062; GO:0070831; GO:0098637; GO:0110011; GO:2001046
P07947	YES_HUMAN	GO:0001784; GO:0002862; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005794; GO:0005815; GO:0005829; GO:0005884; GO:0005886; GO:0005925; GO:0007169; GO:0010827; GO:0019899; GO:0030154; GO:0031234; GO:0031295; GO:0036120; GO:0036211; GO:0038096; GO:0043114; GO:0044325; GO:0045087; GO:0045944; GO:0048013; GO:0050731; GO:0050900; GO:0070062; GO:0071300; GO:0071560
P07948	LYN_HUMAN	GO:0001782; GO:0001817; GO:0001932; GO:0001933; GO:0001934; GO:0002223; GO:0002244; GO:0002250; GO:0002431; GO:0002513; GO:0002553; GO:0002576; GO:0002762; GO:0002768; GO:0002774; GO:0002862; GO:0002902; GO:0004713; GO:0004715; GO:0005102; GO:0005161; GO:0005178; GO:0005524; GO:0005634; GO:0005737; GO:0005758; GO:0005765; GO:0005794; GO:0005829; GO:0005886; GO:0005912; GO:0006468; GO:0006974; GO:0006991; GO:0007165; GO:0007169; GO:0008284; GO:0008285; GO:0009410; GO:0009636; GO:0009725; GO:0009743; GO:0010976; GO:0014003; GO:0014069; GO:0014070; GO:0016301; GO:0017124; GO:0018108; GO:0019899; GO:0030061; GO:0030154; GO:0030218; GO:0030335; GO:0030666; GO:0030889; GO:0031175; GO:0031234; GO:0031295; GO:0031625; GO:0031663; GO:0031668; GO:0032868; GO:0033003; GO:0033628; GO:0034136; GO:0034142; GO:0034144; GO:0034605; GO:0034666; GO:0035556; GO:0038095; GO:0038096; GO:0038159; GO:0042531; GO:0043015; GO:0043200; GO:0043208; GO:0043231; GO:0043304; GO:0043407; GO:0043552; GO:0044325; GO:0045087; GO:0045121; GO:0045646; GO:0046777; GO:0046875; GO:0048013; GO:0048471; GO:0048678; GO:0050777; GO:0050853; GO:0050855; GO:0050900; GO:0051219; GO:0051279; GO:0060252; GO:0060369; GO:0060397; GO:0070062; GO:0070304; GO:0070372; GO:0070373; GO:0070447; GO:0070667; GO:0070668; GO:0071300; GO:0090025; GO:0090330; GO:0097028; GO:0097110; GO:0098978; GO:0099091; GO:0140031; GO:1902532; GO:1902961; GO:2000670
P07949	RET_HUMAN	GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0005887; GO:0006468; GO:0006919; GO:0007156; GO:0007158; GO:0007165; GO:0007169; GO:0007411; GO:0007497; GO:0009410; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0033674; GO:0035799; GO:0035860; GO:0038023; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045121; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0097021; GO:0098797; GO:2001241
P07951	TPM2_HUMAN	GO:0003779; GO:0005829; GO:0005862; GO:0005884; GO:0006936; GO:0007015; GO:0008307; GO:0015629; GO:0042802; GO:0042803; GO:0043462; GO:0046982; GO:0051015
P07954	FUMH_HUMAN	GO:0000050; GO:0000415; GO:0000821; GO:0004333; GO:0005634; GO:0005694; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006099; GO:0006106; GO:0006108; GO:0006281; GO:0006974; GO:0035861; GO:0042393; GO:0045239; GO:0048873; GO:0070062; GO:0120162; GO:2001034
P07988	PSPB_HUMAN	GO:0005576; GO:0005615; GO:0005764; GO:0005771; GO:0005789; GO:0006665; GO:0007585; GO:0009887; GO:0042599; GO:0045334; GO:0097208; GO:0097486
P07992	ERCC1_HUMAN	GO:0000109; GO:0000110; GO:0000710; GO:0000720; GO:0000781; GO:0001094; GO:0003684; GO:0003697; GO:0005654; GO:0005737; GO:0006281; GO:0006289; GO:0006296; GO:0006303; GO:0006310; GO:0006312; GO:0006949; GO:0006979; GO:0007283; GO:0007584; GO:0008022; GO:0008283; GO:0008584; GO:0009650; GO:0009744; GO:0010165; GO:0010259; GO:0019904; GO:0032205; GO:0033683; GO:0035166; GO:0035264; GO:0035902; GO:0036297; GO:0045190; GO:0046686; GO:0048477; GO:0048568; GO:0060261; GO:0061819; GO:0070522; GO:0070914; GO:0090399; GO:0090656; GO:1904431; GO:1905765; GO:1990841
P07996	TSP1_HUMAN	GO:0001666; GO:0001786; GO:0001937; GO:0001953; GO:0001968; GO:0002040; GO:0002544; GO:0002581; GO:0002605; GO:0005178; GO:0005201; GO:0005509; GO:0005576; GO:0005577; GO:0005615; GO:0005783; GO:0005788; GO:0006954; GO:0006955; GO:0006986; GO:0007155; GO:0008201; GO:0008284; GO:0008285; GO:0009410; GO:0009612; GO:0009749; GO:0009897; GO:0009986; GO:0010595; GO:0010596; GO:0010748; GO:0010751; GO:0010754; GO:0010757; GO:0010759; GO:0010763; GO:0016477; GO:0016525; GO:0016529; GO:0017134; GO:0018149; GO:0030141; GO:0030169; GO:0030194; GO:0030335; GO:0030511; GO:0031012; GO:0031091; GO:0031093; GO:0032026; GO:0032570; GO:0032695; GO:0032760; GO:0032914; GO:0033574; GO:0034605; GO:0034976; GO:0040037; GO:0042327; GO:0042802; GO:0043032; GO:0043066; GO:0043154; GO:0043236; GO:0043394; GO:0043406; GO:0043536; GO:0043537; GO:0043652; GO:0045727; GO:0045766; GO:0048266; GO:0048661; GO:0050431; GO:0050921; GO:0051592; GO:0051895; GO:0051897; GO:0051918; GO:0062023; GO:0070051; GO:0070052; GO:0070062; GO:0071356; GO:0071363; GO:0090051; GO:1902043; GO:1903588; GO:1903671; GO:2000353; GO:2000379; GO:2001027; GO:2001237
P07998	RNAS1_HUMAN	GO:0003676; GO:0004522; GO:0004540; GO:0016829; GO:0050830; GO:0070062; GO:0090501
P08034	CXB1_HUMAN	GO:0005243; GO:0005789; GO:0005922; GO:0007267; GO:0007399; GO:0015868; GO:0016021; GO:0016264; GO:0016328; GO:0042802; GO:1905867
P08047	SP1_HUMAN	GO:0000785; GO:0000791; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001221; GO:0001228; GO:0003677; GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006357; GO:0008022; GO:0010628; GO:0017053; GO:0032869; GO:0032993; GO:0033194; GO:0034224; GO:0035035; GO:0042802; GO:0042803; GO:0042826; GO:0043425; GO:0043536; GO:0043565; GO:0043923; GO:0045766; GO:0045893; GO:0045944; GO:0046872; GO:0048511; GO:0060090; GO:0061629; GO:0071837; GO:0140297; GO:1902004; GO:1904828; GO:1905564; GO:1990837
P08048	ZFY_HUMAN	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001541; GO:0005634; GO:0005654; GO:0005730; GO:0006357; GO:0007283; GO:0009566; GO:0009791; GO:0035264; GO:0043565; GO:0045944; GO:0046872; GO:0048599; GO:0048872; GO:0060746
P08069	IGF1R_HUMAN	GO:0001965; GO:0003230; GO:0004713; GO:0004714; GO:0005009; GO:0005010; GO:0005158; GO:0005198; GO:0005520; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0005899; GO:0005901; GO:0006955; GO:0007165; GO:0007169; GO:0007409; GO:0007568; GO:0008284; GO:0008286; GO:0010656; GO:0014065; GO:0014068; GO:0016020; GO:0021549; GO:0021766; GO:0030010; GO:0030315; GO:0030335; GO:0030424; GO:0031994; GO:0032467; GO:0033197; GO:0033674; GO:0033690; GO:0034224; GO:0035094; GO:0035867; GO:0038083; GO:0042593; GO:0042802; GO:0043025; GO:0043066; GO:0043231; GO:0043235; GO:0043243; GO:0043409; GO:0043410; GO:0043548; GO:0043559; GO:0043560; GO:0044849; GO:0045056; GO:0045471; GO:0046328; GO:0046777; GO:0048009; GO:0048015; GO:0048661; GO:0048680; GO:0051054; GO:0051897; GO:0071260; GO:0071333; GO:0071392; GO:0071393; GO:0071394; GO:0071549; GO:0071560; GO:0090031; GO:0090398; GO:0097062; GO:0097242; GO:0120162; GO:0140318; GO:1902065; GO:1902911; GO:1903944; GO:1904045; GO:1904193; GO:1904385; GO:1904646; GO:1990314
P08100	OPSD_HUMAN	GO:0000139; GO:0001750; GO:0001917; GO:0004930; GO:0005502; GO:0005794; GO:0005886; GO:0005887; GO:0005911; GO:0006468; GO:0007186; GO:0007601; GO:0007602; GO:0007603; GO:0008020; GO:0016021; GO:0016038; GO:0016056; GO:0030660; GO:0042622; GO:0043052; GO:0045494; GO:0046872; GO:0050960; GO:0060041; GO:0060170; GO:0060342; GO:0071482; GO:0097225; GO:0097381; GO:0120200; GO:1990913
P08118	MSMB_HUMAN	GO:0005615; GO:0005634
P08123	CO1A2_HUMAN	GO:0001501; GO:0001568; GO:0002020; GO:0005201; GO:0005576; GO:0005584; GO:0005615; GO:0005783; GO:0005788; GO:0007179; GO:0007266; GO:0008217; GO:0030020; GO:0030198; GO:0030199; GO:0030282; GO:0030674; GO:0031012; GO:0032963; GO:0042476; GO:0042802; GO:0043589; GO:0046332; GO:0046872; GO:0048407; GO:0062023; GO:0070062; GO:0070208; GO:0071230; GO:0085029
P08133	ANXA6_HUMAN	GO:0001755; GO:0001778; GO:0001786; GO:0003418; GO:0005262; GO:0005509; GO:0005525; GO:0005544; GO:0005739; GO:0005765; GO:0005925; GO:0006937; GO:0008289; GO:0015276; GO:0015485; GO:0016020; GO:0031902; GO:0034220; GO:0035374; GO:0042470; GO:0042802; GO:0048306; GO:0048471; GO:0051015; GO:0051283; GO:0051560; GO:0062023; GO:0070062; GO:0097190
P08134	RHOC_HUMAN	GO:0000281; GO:0003924; GO:0005525; GO:0005634; GO:0005789; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0007015; GO:0007163; GO:0007264; GO:0008360; GO:0016477; GO:0019901; GO:0030335; GO:0030865; GO:0031334; GO:0031410; GO:0032154; GO:0032420; GO:0032956; GO:0042995; GO:0043005; GO:0043123; GO:0043297; GO:0044319; GO:0051496; GO:0060193; GO:0070062; GO:1902766
P08138	TNR16_HUMAN	GO:0001540; GO:0001678; GO:0004888; GO:0005035; GO:0005516; GO:0005576; GO:0005654; GO:0005768; GO:0005829; GO:0005886; GO:0005887; GO:0005911; GO:0006886; GO:0006919; GO:0007266; GO:0007411; GO:0007417; GO:0008543; GO:0009986; GO:0014069; GO:0015026; GO:0016021; GO:0016048; GO:0021675; GO:0030336; GO:0030426; GO:0031069; GO:0031267; GO:0031625; GO:0032922; GO:0035907; GO:0038023; GO:0040037; GO:0042475; GO:0042488; GO:0042593; GO:0043121; GO:0043197; GO:0043204; GO:0048144; GO:0048146; GO:0048406; GO:0051402; GO:0051799; GO:1900182; GO:1902895; GO:1903588; GO:1904646; GO:2001235
P08151	GLI1_HUMAN	GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001649; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005930; GO:0006357; GO:0007224; GO:0007286; GO:0007418; GO:0008017; GO:0008284; GO:0008589; GO:0009611; GO:0009913; GO:0009953; GO:0009954; GO:0021696; GO:0021938; GO:0021983; GO:0030324; GO:0030335; GO:0030850; GO:0043565; GO:0045667; GO:0045740; GO:0045880; GO:0045893; GO:0045944; GO:0046872; GO:0048546; GO:0060032; GO:0060045; GO:0090090; GO:0097421; GO:0097542; GO:0097546; GO:1902808; GO:1990787; GO:1990788; GO:2000345
P08172	ACM2_HUMAN	GO:0004993; GO:0005886; GO:0005887; GO:0006940; GO:0007186; GO:0007187; GO:0007188; GO:0007197; GO:0007207; GO:0007213; GO:0007268; GO:0007399; GO:0008016; GO:0009615; GO:0016021; GO:0016907; GO:0030425; GO:0030594; GO:0030669; GO:0032279; GO:0032280; GO:0043025; GO:0043679; GO:0045202; GO:0070161; GO:0098978; GO:0098981; GO:0099055; GO:0099056; GO:1990763; GO:2000300
P08173	ACM4_HUMAN	GO:0004993; GO:0005886; GO:0005887; GO:0007165; GO:0007166; GO:0007187; GO:0007197; GO:0007213; GO:0007268; GO:0016907; GO:0030425; GO:0030594; GO:0040012; GO:0045202; GO:0045211; GO:0070161
P08174	DAF_HUMAN	GO:0000139; GO:0001618; GO:0002456; GO:0002726; GO:0005576; GO:0005886; GO:0006958; GO:0007204; GO:0008289; GO:0009986; GO:0030133; GO:0030449; GO:0030667; GO:0031225; GO:0031664; GO:0033116; GO:0045087; GO:0045121; GO:0045730; GO:0045916; GO:0045959; GO:0070062; GO:0101003; GO:1903659; GO:2000516; GO:2000563
P08183	MDR1_HUMAN	GO:0000086; GO:0005524; GO:0005654; GO:0005886; GO:0006805; GO:0008559; GO:0009410; GO:0009986; GO:0015562; GO:0016020; GO:0016021; GO:0016324; GO:0022857; GO:0031625; GO:0042626; GO:0042910; GO:0045332; GO:0046865; GO:0046943; GO:0047484; GO:0055085; GO:0070062; GO:0070633; GO:0072089; GO:0090554; GO:0090555; GO:0098591; GO:0099038; GO:0099040; GO:0140115; GO:0140328; GO:0150104; GO:1901529; GO:1905039; GO:1990961; GO:1990962; GO:2001225
